age,body_type,diet,drinks,education,height,pets,sex,smokes
22,fit,regular,rarely,graduate,78.0,unknown,m,no
20,fit,regular,rarely,other,71.0,unknown,m,smokes
35,fit,regular,rarely,graduate,70.0,likes_pets,m,no
44,fit,regular,rarely,graduate,70.0,likes_pets,m,no
31,fit,regular,rarely,graduate,79.0,unknown,m,no
41,overweight,regular,rarely,other,71.0,likes_pets,m,no
37,fit,regular,rarely,other,71.0,has_pets,m,smokes
37,,regular,,other,65.0,unknown,f,no
25,average,regular,rarely,graduate,62.0,likes_pets,f,no
41,fit,regular,rarely,graduate,74.0,likes_pets,m,no
37,fit,regular,rarely,graduate,69.0,likes_pets,m,no
40,fit,regular,rarely,graduate,70.0,likes_pets,m,no
36,slim,regular,rarely,graduate,63.0,unknown,f,no
23,fit,regular,rarely,graduate,78.0,unknown,m,no
23,average,regular,rarely,graduate,66.0,likes_pets,f,smokes
26,fit,regular,,graduate,73.0,unknown,m,no
29,fit,regular,rarely,student,74.0,unknown,m,no
26,fit,regular,no,high_school,65.0,unknown,m,no
59,average,regular,rarely,graduate,64.0,likes_pets,f,no
27,overweight,regular,rarely,other,71.0,unknown,m,no
36,fit,regular,rarely,graduate,72.0,likes_pets,m,no
32,fit,regular,rarely,graduate,70.0,has_pets,m,no
35,fit,regular,no,high_school,75.0,unknown,m,no
19,,regular,rarely,student,67.0,unknown,m,smokes
35,,regular,rarely,graduate,66.0,unknown,m,no
32,average,regular,rarely,graduate,66.0,likes_pets,m,no
31,fit,regular,rarely,student,75.0,likes_pets,m,no
62,average,regular,rarely,other,71.0,unknown,m,no
40,average,regular,rarely,other,75.0,unknown,m,smokes
23,fit,regular,rarely,graduate,69.0,has_pets,m,no
32,slim,regular,rarely,graduate,70.0,unknown,f,no
37,average,regular,rarely,graduate,68.0,likes_pets,m,no
30,fit,regular,rarely,student,60.0,likes_pets,f,no
60,fit,regular,no,graduate,68.0,likes_pets,f,no
24,slim,regular,often,other,70.0,unknown,m,smokes
55,overweight,regular,rarely,graduate,67.0,unknown,m,no
67,fit,vegetarian,rarely,other,62.0,unknown,f,no
49,overweight,regular,rarely,student,71.0,has_pets,m,smokes
46,fit,regular,often,student,76.0,likes_pets,m,no
27,,regular,rarely,graduate,70.0,likes_pets,m,no
29,fit,regular,no,other,65.0,likes_pets,f,no
28,fit,regular,rarely,graduate,67.0,likes_pets,m,smokes
26,fit,regular,rarely,other,68.0,likes_pets,m,no
22,slim,vegetarian,rarely,student,66.0,likes_pets,f,no
34,average,regular,rarely,graduate,69.0,likes_pets,m,no
33,fit,regular,often,graduate,73.0,likes_pets,m,no
33,fit,regular,rarely,graduate,63.0,likes_pets,f,no
42,slim,regular,rarely,graduate,68.0,has_pets,m,no
66,average,regular,no,graduate,65.0,likes_pets,f,no
43,fit,regular,rarely,graduate,68.0,likes_pets,m,no
33,fit,regular,rarely,graduate,67.0,likes_pets,m,no
48,fit,regular,rarely,graduate,71.0,likes_pets,m,no
39,fit,regular,rarely,graduate,73.0,unknown,m,no
28,fit,regular,rarely,graduate,68.0,likes_pets,m,no
33,fit,regular,rarely,graduate,72.0,likes_pets,m,no
35,slim,regular,often,graduate,65.0,unknown,f,no
47,average,regular,rarely,graduate,67.0,has_pets,m,no
27,overweight,regular,rarely,graduate,65.0,likes_pets,f,no
27,fit,vegetarian,rarely,student,67.0,likes_pets,m,no
30,average,vegetarian,rarely,graduate,64.0,likes_pets,f,no
34,fit,regular,rarely,graduate,73.0,likes_pets,m,no
20,slim,vegetarian,rarely,student,70.0,has_pets,f,smokes
39,average,regular,no,graduate,63.0,has_pets,f,no
35,,regular,often,graduate,73.0,unknown,m,no
42,fit,regular,rarely,graduate,70.0,has_pets,m,no
44,overweight,regular,rarely,graduate,64.0,likes_pets,f,no
27,fit,regular,rarely,graduate,71.0,unknown,m,no
41,average,regular,rarely,student,63.0,likes_pets,f,no
60,fit,regular,rarely,graduate,75.0,unknown,m,no
42,fit,regular,often,graduate,73.0,likes_pets,m,no
41,average,vegan,no,graduate,65.0,likes_pets,f,no
24,overweight,regular,often,student,63.0,likes_pets,f,smokes
48,average,regular,rarely,graduate,71.0,likes_pets,m,no
29,slim,regular,rarely,graduate,62.0,likes_pets,f,no
27,slim,regular,rarely,graduate,71.0,likes_pets,m,no
46,average,regular,rarely,graduate,63.0,likes_pets,f,no
39,fit,regular,often,graduate,65.0,has_pets,f,smokes
21,average,regular,rarely,student,61.0,likes_pets,f,no
21,average,regular,rarely,student,61.0,has_pets,f,no
27,fit,regular,rarely,student,70.0,likes_pets,m,no
37,fit,regular,rarely,graduate,64.0,likes_pets,f,no
32,,regular,rarely,other,64.0,unknown,f,no
22,slim,regular,,other,66.0,likes_pets,f,no
21,fit,regular,rarely,other,69.0,likes_pets,m,no
49,fit,regular,rarely,graduate,72.0,unknown,m,no
35,average,regular,rarely,graduate,71.0,unknown,m,no
23,average,regular,rarely,graduate,64.0,likes_pets,f,no
45,average,regular,rarely,student,69.0,likes_pets,m,no
34,fit,regular,rarely,graduate,69.0,likes_pets,m,no
33,slim,regular,rarely,graduate,67.0,has_pets,m,no
49,fit,regular,rarely,graduate,69.0,has_pets,m,no
24,fit,regular,often,graduate,73.0,likes_pets,m,no
32,fit,regular,rarely,graduate,71.0,unknown,m,no
26,overweight,regular,rarely,graduate,63.0,likes_pets,f,no
52,average,regular,rarely,graduate,71.0,likes_pets,m,no
24,slim,regular,often,graduate,65.0,unknown,f,no
24,overweight,regular,rarely,graduate,63.0,likes_pets,f,no
51,slim,regular,rarely,graduate,73.0,likes_pets,m,no
52,overweight,regular,rarely,graduate,68.0,likes_pets,f,no
26,fit,regular,rarely,graduate,72.0,likes_pets,m,no
31,average,regular,rarely,graduate,67.0,likes_pets,f,no
39,overweight,regular,rarely,other,65.0,has_pets,f,smokes
57,,regular,rarely,graduate,66.0,has_pets,f,no
35,fit,regular,rarely,graduate,66.0,has_pets,m,no
32,fit,regular,rarely,graduate,65.0,unknown,f,no
34,,regular,rarely,graduate,65.0,likes_pets,f,no
44,fit,regular,rarely,graduate,74.0,unknown,m,no
36,average,regular,often,graduate,71.0,likes_pets,m,no
35,fit,vegetarian,rarely,graduate,76.0,likes_pets,m,no
30,,regular,often,graduate,69.0,likes_pets,f,smokes
28,fit,regular,rarely,graduate,60.0,likes_pets,f,no
31,fit,regular,rarely,other,72.0,unknown,m,no
25,overweight,regular,rarely,graduate,69.0,likes_pets,f,no
38,average,regular,rarely,graduate,72.0,likes_pets,m,no
30,,regular,no,graduate,67.0,unknown,f,no
36,fit,regular,rarely,student,64.0,unknown,f,no
28,fit,regular,no,graduate,71.0,unknown,m,no
40,overweight,regular,rarely,graduate,69.0,likes_pets,f,no
32,average,regular,rarely,other,66.0,likes_pets,m,no
38,fit,regular,rarely,graduate,69.0,unknown,m,no
52,overweight,regular,rarely,graduate,64.0,likes_pets,f,no
26,fit,regular,rarely,graduate,64.0,likes_pets,f,no
43,average,regular,no,graduate,62.0,unknown,f,no
25,fit,regular,rarely,graduate,71.0,likes_pets,m,no
30,fit,regular,rarely,graduate,72.0,unknown,m,no
19,overweight,regular,no,high_school,69.0,unknown,m,no
22,fit,regular,rarely,other,72.0,unknown,m,smokes
41,slim,regular,rarely,graduate,63.0,likes_pets,f,no
32,slim,regular,rarely,graduate,68.0,likes_pets,f,no
27,fit,regular,often,graduate,70.0,likes_pets,m,smokes
42,slim,regular,rarely,graduate,69.0,unknown,f,no
35,fit,regular,rarely,graduate,67.0,likes_pets,f,no
32,fit,regular,rarely,graduate,71.0,likes_pets,m,no
39,fit,regular,,graduate,73.0,unknown,m,no
22,slim,regular,rarely,student,67.0,likes_pets,m,no
27,slim,regular,rarely,graduate,63.0,likes_pets,f,no
30,overweight,vegetarian,often,student,65.0,likes_pets,f,no
29,fit,regular,rarely,graduate,73.0,likes_pets,m,no
24,average,regular,rarely,student,63.0,likes_pets,f,no
32,,regular,rarely,other,69.0,likes_pets,m,smokes
55,fit,regular,rarely,graduate,71.0,has_pets,m,no
38,slim,regular,rarely,graduate,62.0,likes_pets,f,no
20,slim,vegetarian,rarely,high_school,72.0,likes_pets,m,smokes
41,fit,regular,rarely,graduate,73.0,unknown,m,no
26,slim,regular,rarely,graduate,63.0,likes_pets,f,no
42,fit,regular,rarely,graduate,64.0,likes_pets,f,no
29,fit,regular,rarely,graduate,71.0,likes_pets,m,no
37,average,regular,rarely,graduate,61.0,likes_pets,f,no
41,overweight,regular,rarely,graduate,71.0,likes_pets,f,no
28,average,regular,rarely,graduate,71.0,likes_pets,f,no
34,fit,regular,rarely,graduate,72.0,likes_pets,f,no
52,fit,vegan,rarely,graduate,72.0,likes_pets,m,no
25,fit,regular,rarely,graduate,65.0,unknown,f,no
58,fit,regular,rarely,graduate,74.0,likes_pets,m,no
26,slim,regular,often,graduate,72.0,likes_pets,m,no
29,average,regular,rarely,graduate,67.0,likes_pets,f,no
30,average,regular,rarely,graduate,65.0,likes_pets,f,no
22,average,regular,rarely,student,62.0,has_pets,f,no
32,fit,regular,rarely,graduate,68.0,likes_pets,m,no
32,average,regular,rarely,graduate,68.0,likes_pets,m,no
25,average,regular,rarely,graduate,68.0,unknown,m,no
21,overweight,vegan,rarely,student,64.0,likes_pets,f,no
30,,vegetarian,rarely,graduate,65.0,likes_pets,f,no
33,average,regular,often,other,68.0,likes_pets,m,no
25,fit,regular,rarely,graduate,75.0,likes_pets,m,no
39,,regular,rarely,other,67.0,likes_pets,f,no
30,fit,regular,rarely,graduate,70.0,unknown,f,no
38,fit,regular,rarely,graduate,63.0,unknown,f,no
42,fit,regular,often,graduate,70.0,likes_pets,m,no
24,fit,regular,rarely,other,69.0,unknown,m,no
30,average,regular,rarely,student,75.0,unknown,m,smokes
26,overweight,regular,rarely,graduate,67.0,likes_pets,f,no
38,fit,regular,rarely,graduate,70.0,likes_pets,m,no
21,fit,regular,rarely,student,70.0,likes_pets,m,no
51,fit,vegetarian,rarely,graduate,72.0,likes_pets,m,no
42,fit,regular,rarely,graduate,70.0,likes_pets,m,no
36,fit,regular,rarely,graduate,70.0,likes_pets,m,no
35,average,regular,rarely,graduate,74.0,unknown,m,no
39,fit,regular,rarely,other,64.0,unknown,f,no
51,fit,regular,rarely,graduate,64.0,has_pets,f,no
48,average,regular,often,graduate,68.0,unknown,f,no
59,fit,regular,rarely,graduate,70.0,unknown,m,no
30,fit,regular,rarely,graduate,64.0,unknown,f,no
30,fit,vegetarian,rarely,graduate,66.0,likes_pets,f,no
34,average,regular,rarely,graduate,64.0,likes_pets,m,no
29,fit,regular,rarely,graduate,72.0,unknown,m,smokes
45,fit,regular,rarely,other,74.0,likes_pets,m,no
30,fit,regular,rarely,graduate,64.0,likes_pets,f,no
26,fit,regular,rarely,graduate,71.0,likes_pets,m,no
29,fit,regular,rarely,graduate,71.0,unknown,m,no
24,fit,regular,rarely,graduate,68.0,likes_pets,m,no
39,,regular,no,graduate,73.0,likes_pets,m,no
23,fit,regular,rarely,graduate,67.0,unknown,f,no
30,average,regular,rarely,graduate,61.0,unknown,f,smokes
54,average,regular,rarely,graduate,68.0,unknown,f,no
36,average,regular,often,high_school,71.0,unknown,m,smokes
27,fit,regular,rarely,graduate,72.0,unknown,m,no
53,overweight,regular,rarely,graduate,64.0,has_pets,f,no
34,,regular,rarely,graduate,66.0,has_pets,f,no
33,fit,regular,often,graduate,72.0,likes_pets,m,no
28,overweight,regular,rarely,student,61.0,has_pets,f,no
21,slim,regular,rarely,student,69.0,likes_pets,f,smokes
47,fit,regular,rarely,other,65.0,has_pets,f,no
45,average,regular,rarely,graduate,68.0,likes_pets,m,no
40,overweight,regular,rarely,graduate,65.0,likes_pets,f,no
29,average,regular,rarely,graduate,65.0,has_pets,f,no
37,fit,regular,,graduate,73.0,likes_pets,m,no
31,average,regular,often,graduate,63.0,unknown,f,no
50,fit,regular,rarely,graduate,67.0,likes_pets,m,no
29,average,regular,rarely,graduate,75.0,likes_pets,m,no
34,fit,regular,rarely,graduate,71.0,likes_pets,m,no
27,fit,regular,rarely,graduate,67.0,likes_pets,f,no
28,slim,regular,often,graduate,74.0,has_pets,m,smokes
54,average,regular,rarely,graduate,65.0,likes_pets,f,no
62,overweight,regular,rarely,graduate,64.0,has_pets,f,no
25,overweight,regular,often,student,66.0,likes_pets,f,no
46,fit,regular,rarely,graduate,63.0,unknown,f,no
29,fit,regular,rarely,student,63.0,likes_pets,f,no
25,fit,regular,often,other,68.0,unknown,m,smokes
35,fit,regular,rarely,graduate,68.0,unknown,m,no
49,average,regular,rarely,graduate,69.0,unknown,m,no
43,fit,vegetarian,rarely,other,66.0,likes_pets,f,no
32,fit,regular,rarely,graduate,67.0,likes_pets,f,no
43,overweight,regular,rarely,graduate,64.0,has_pets,f,no
30,average,vegan,no,graduate,67.0,has_pets,f,no
29,fit,regular,rarely,graduate,64.0,unknown,f,no
30,fit,regular,rarely,graduate,70.0,likes_pets,f,no
35,fit,regular,rarely,graduate,67.0,unknown,f,no
33,fit,regular,,other,68.0,unknown,m,no
42,,regular,rarely,other,75.0,unknown,m,no
24,fit,regular,rarely,other,70.0,unknown,m,no
25,overweight,regular,rarely,student,70.0,unknown,f,no
32,fit,regular,rarely,graduate,70.0,has_pets,m,no
33,average,regular,rarely,graduate,61.0,has_pets,f,no
31,fit,vegetarian,rarely,other,72.0,likes_pets,m,no
24,overweight,regular,no,student,67.0,likes_pets,f,smokes
26,fit,regular,rarely,graduate,64.0,likes_pets,f,no
31,slim,regular,rarely,graduate,61.0,likes_pets,f,no
40,overweight,regular,often,graduate,70.0,likes_pets,m,no
46,overweight,regular,rarely,graduate,62.0,likes_pets,f,no
35,average,regular,rarely,other,66.0,likes_pets,f,no
35,average,regular,rarely,graduate,61.0,likes_pets,f,no
25,average,regular,rarely,graduate,71.0,unknown,m,no
37,fit,regular,rarely,graduate,69.0,unknown,m,no
39,overweight,regular,rarely,graduate,65.0,unknown,f,no
61,slim,regular,rarely,graduate,68.0,likes_pets,m,no
37,fit,regular,rarely,graduate,72.0,likes_pets,m,no
31,fit,regular,rarely,graduate,73.0,likes_pets,m,no
35,slim,regular,rarely,other,63.0,unknown,f,no
69,fit,regular,no,other,72.0,unknown,m,no
31,,regular,often,other,71.0,unknown,m,no
27,fit,regular,rarely,graduate,74.0,likes_pets,m,no
34,overweight,regular,rarely,other,64.0,likes_pets,f,smokes
44,,regular,rarely,graduate,70.0,unknown,m,no
34,fit,regular,rarely,graduate,72.0,likes_pets,m,no
45,fit,regular,rarely,graduate,67.0,likes_pets,f,no
44,fit,regular,rarely,graduate,67.0,likes_pets,f,no
64,overweight,regular,often,graduate,70.0,has_pets,m,no
22,average,regular,rarely,graduate,70.0,likes_pets,f,no
25,fit,regular,rarely,graduate,71.0,likes_pets,m,no
25,overweight,vegetarian,rarely,student,66.0,likes_pets,f,smokes
47,slim,vegetarian,rarely,high_school,66.0,likes_pets,f,no
28,average,regular,rarely,graduate,64.0,likes_pets,f,no
30,fit,regular,rarely,graduate,69.0,unknown,m,no
48,fit,regular,rarely,graduate,68.0,has_pets,f,no
29,fit,regular,rarely,other,70.0,likes_pets,m,no
42,fit,regular,often,student,69.0,likes_pets,m,no
30,fit,regular,rarely,graduate,72.0,unknown,m,no
28,fit,regular,often,graduate,74.0,unknown,m,no
24,fit,regular,rarely,student,72.0,unknown,m,smokes
44,slim,regular,rarely,graduate,65.0,unknown,f,no
36,fit,regular,rarely,student,71.0,likes_pets,m,no
30,,regular,rarely,graduate,67.0,unknown,f,no
34,fit,regular,rarely,graduate,69.0,likes_pets,f,no
33,fit,regular,rarely,graduate,68.0,likes_pets,f,no
43,fit,regular,often,graduate,75.0,unknown,m,no
49,overweight,regular,rarely,graduate,69.0,likes_pets,m,no
28,fit,regular,rarely,student,71.0,unknown,m,no
40,average,regular,rarely,other,67.0,unknown,m,no
43,fit,regular,rarely,other,64.0,likes_pets,f,no
36,average,regular,rarely,graduate,65.0,likes_pets,f,no
29,average,regular,rarely,graduate,68.0,likes_pets,f,smokes
38,overweight,regular,rarely,graduate,63.0,likes_pets,f,smokes
38,fit,regular,rarely,graduate,67.0,has_pets,f,no
32,fit,regular,rarely,other,66.0,unknown,m,no
55,fit,regular,rarely,graduate,68.0,likes_pets,f,no
47,fit,regular,rarely,graduate,68.0,likes_pets,f,no
61,average,regular,rarely,graduate,67.0,unknown,m,no
23,average,regular,no,graduate,70.0,likes_pets,m,no
32,fit,regular,rarely,graduate,65.0,likes_pets,m,no
39,fit,vegetarian,rarely,student,62.0,likes_pets,f,no
25,slim,regular,no,graduate,65.0,unknown,f,no
25,slim,regular,rarely,other,61.0,unknown,f,no
43,fit,vegetarian,rarely,graduate,61.0,likes_pets,f,no
38,fit,regular,rarely,other,68.0,unknown,m,no
42,fit,regular,rarely,graduate,65.0,likes_pets,f,no
33,average,regular,rarely,graduate,68.0,unknown,m,no
39,fit,regular,rarely,graduate,64.0,likes_pets,f,no
28,fit,regular,rarely,graduate,72.0,likes_pets,m,no
39,average,regular,rarely,graduate,69.0,likes_pets,m,no
29,fit,regular,rarely,graduate,65.0,unknown,f,no
37,average,regular,rarely,graduate,67.0,likes_pets,f,no
30,average,regular,rarely,graduate,63.0,likes_pets,f,no
29,fit,regular,rarely,graduate,72.0,likes_pets,m,no
41,fit,vegetarian,rarely,student,72.0,unknown,m,no
35,,regular,rarely,other,66.0,likes_pets,m,no
19,average,regular,often,student,71.0,unknown,m,smokes
45,fit,regular,rarely,graduate,73.0,likes_pets,m,no
35,fit,regular,rarely,graduate,71.0,likes_pets,m,smokes
30,average,regular,often,student,70.0,likes_pets,m,no
49,fit,regular,rarely,graduate,64.0,has_pets,f,no
23,slim,regular,rarely,student,69.0,likes_pets,m,no
26,,regular,rarely,student,75.0,unknown,m,no
32,slim,regular,rarely,graduate,67.0,likes_pets,f,no
42,overweight,regular,rarely,student,71.0,likes_pets,m,smokes
48,fit,regular,rarely,graduate,72.0,likes_pets,m,no
43,slim,regular,rarely,graduate,67.0,likes_pets,f,no
33,average,regular,rarely,graduate,71.0,likes_pets,m,no
31,fit,vegetarian,,graduate,66.0,likes_pets,m,no
24,overweight,regular,rarely,student,61.0,likes_pets,f,no
57,average,regular,rarely,graduate,67.0,unknown,f,no
36,fit,regular,,other,62.0,likes_pets,f,no
38,fit,regular,rarely,graduate,71.0,unknown,m,no
34,fit,regular,often,graduate,71.0,unknown,m,no
29,fit,regular,rarely,graduate,65.0,unknown,m,no
48,fit,regular,rarely,graduate,70.0,unknown,m,no
28,fit,vegetarian,rarely,graduate,70.0,likes_pets,m,no
40,fit,regular,often,graduate,70.0,likes_pets,m,no
27,fit,regular,rarely,graduate,74.0,likes_pets,m,no
30,fit,regular,rarely,graduate,70.0,likes_pets,m,no
26,average,regular,,graduate,75.0,unknown,m,no
31,fit,regular,rarely,student,69.0,likes_pets,m,no
27,fit,regular,rarely,graduate,70.0,unknown,m,no
33,overweight,vegetarian,rarely,graduate,67.0,likes_pets,f,no
32,average,regular,rarely,graduate,72.0,unknown,m,no
31,,regular,rarely,graduate,74.0,has_pets,m,no
42,fit,regular,rarely,graduate,69.0,likes_pets,m,no
29,fit,regular,rarely,graduate,70.0,unknown,m,no
44,slim,regular,rarely,other,69.0,likes_pets,f,no
25,fit,regular,rarely,student,74.0,likes_pets,m,no
32,slim,vegetarian,rarely,graduate,64.0,likes_pets,f,no
29,overweight,vegetarian,rarely,graduate,68.0,likes_pets,f,no
39,fit,regular,rarely,graduate,69.0,likes_pets,m,no
29,fit,regular,rarely,graduate,72.0,unknown,m,no
24,slim,regular,rarely,other,71.0,unknown,m,no
36,average,regular,rarely,graduate,66.0,likes_pets,m,smokes
28,slim,regular,rarely,graduate,72.0,likes_pets,m,no
25,slim,regular,often,other,72.0,likes_pets,m,smokes
43,fit,regular,rarely,graduate,77.0,unknown,m,no
44,average,regular,rarely,other,72.0,has_pets,m,no
22,average,regular,rarely,other,70.0,unknown,m,no
44,fit,regular,rarely,other,69.0,unknown,m,smokes
25,overweight,regular,often,student,67.0,likes_pets,f,smokes
27,,regular,rarely,graduate,64.0,unknown,f,no
42,fit,regular,rarely,graduate,70.0,likes_pets,m,no
27,fit,regular,rarely,graduate,72.0,unknown,m,no
31,average,regular,rarely,graduate,62.0,unknown,f,no
53,average,regular,often,other,71.0,unknown,f,no
50,average,regular,rarely,graduate,63.0,has_pets,f,no
35,fit,regular,rarely,graduate,67.0,likes_pets,f,no
28,slim,regular,often,graduate,65.0,unknown,f,no
35,slim,regular,rarely,graduate,63.0,has_pets,f,no
39,fit,regular,rarely,student,72.0,likes_pets,m,no
33,fit,vegetarian,rarely,graduate,74.0,has_pets,m,no
32,fit,regular,rarely,graduate,69.0,has_pets,f,no
24,average,regular,rarely,student,71.0,likes_pets,m,no
49,average,regular,rarely,high_school,70.0,unknown,m,no
25,fit,regular,rarely,graduate,71.0,likes_pets,m,no
32,overweight,regular,rarely,student,63.0,unknown,f,no
37,average,regular,often,graduate,64.0,unknown,f,no
32,average,regular,,student,72.0,likes_pets,m,no
38,fit,regular,rarely,graduate,70.0,unknown,m,no
28,fit,regular,rarely,student,67.0,unknown,m,no
32,fit,regular,rarely,graduate,68.0,likes_pets,m,no
25,fit,regular,rarely,graduate,68.0,unknown,m,no
39,average,regular,,graduate,68.0,has_pets,m,no
36,fit,regular,rarely,graduate,72.0,likes_pets,m,no
37,slim,regular,rarely,graduate,64.0,unknown,f,no
49,average,regular,rarely,graduate,71.0,likes_pets,m,no
29,average,regular,rarely,student,59.0,likes_pets,f,smokes
54,fit,regular,rarely,graduate,72.0,likes_pets,m,no
50,fit,vegetarian,rarely,graduate,64.0,has_pets,f,no
29,average,regular,rarely,graduate,60.0,has_pets,f,no
30,overweight,regular,rarely,graduate,63.0,unknown,f,no
52,slim,regular,rarely,graduate,62.0,has_pets,f,no
33,fit,regular,often,other,68.0,likes_pets,f,no
43,average,regular,rarely,graduate,70.0,unknown,m,no
32,slim,regular,,graduate,68.0,unknown,m,no
33,slim,vegetarian,rarely,graduate,74.0,likes_pets,m,smokes
25,fit,regular,rarely,graduate,71.0,unknown,m,no
33,fit,regular,rarely,graduate,68.0,likes_pets,m,no
26,average,regular,often,graduate,68.0,likes_pets,m,smokes
20,overweight,regular,rarely,student,74.0,likes_pets,m,smokes
28,fit,regular,rarely,other,72.0,likes_pets,m,no
36,slim,regular,rarely,graduate,65.0,unknown,f,no
50,fit,regular,often,graduate,69.0,likes_pets,m,no
44,fit,regular,rarely,graduate,69.0,likes_pets,m,no
40,fit,regular,,other,63.0,unknown,f,no
43,slim,regular,rarely,graduate,67.0,likes_pets,f,no
34,fit,regular,often,other,71.0,likes_pets,m,smokes
39,overweight,regular,rarely,graduate,67.0,unknown,m,smokes
30,fit,regular,rarely,graduate,60.0,likes_pets,f,no
50,fit,regular,rarely,other,71.0,has_pets,m,no
21,fit,regular,rarely,student,73.0,unknown,m,smokes
39,fit,regular,rarely,graduate,75.0,likes_pets,m,no
27,fit,regular,rarely,graduate,70.0,unknown,m,smokes
29,fit,regular,rarely,graduate,69.0,likes_pets,m,no
31,slim,regular,rarely,student,74.0,unknown,m,no
39,slim,regular,rarely,graduate,65.0,likes_pets,m,no
28,average,vegetarian,rarely,graduate,70.0,likes_pets,m,no
24,fit,vegetarian,rarely,graduate,70.0,has_pets,m,smokes
33,fit,regular,rarely,graduate,70.0,likes_pets,m,no
21,overweight,regular,rarely,student,70.0,unknown,m,no
32,,regular,rarely,graduate,66.0,unknown,f,no
37,fit,regular,rarely,other,70.0,unknown,m,no
44,average,regular,rarely,other,71.0,likes_pets,m,no
30,average,regular,rarely,graduate,70.0,likes_pets,m,no
42,,regular,rarely,graduate,64.0,has_pets,f,no
41,overweight,regular,often,graduate,64.0,unknown,m,no
53,,regular,rarely,graduate,66.0,unknown,m,no
32,slim,regular,rarely,graduate,63.0,unknown,f,no
41,fit,regular,rarely,graduate,72.0,unknown,m,no
38,fit,regular,rarely,other,67.0,unknown,m,no
22,average,regular,,other,71.0,likes_pets,m,no
28,fit,regular,often,student,67.0,likes_pets,m,smokes
30,overweight,regular,rarely,student,76.0,likes_pets,m,no
30,slim,vegan,often,graduate,66.0,unknown,f,no
39,fit,vegetarian,rarely,graduate,69.0,unknown,m,no
40,overweight,regular,rarely,graduate,63.0,likes_pets,f,no
23,slim,regular,rarely,student,60.0,unknown,f,no
29,overweight,regular,rarely,student,61.0,likes_pets,f,no
24,fit,regular,rarely,student,74.0,likes_pets,m,no
22,fit,regular,often,other,60.0,unknown,f,no
29,fit,regular,rarely,graduate,70.0,unknown,m,no
35,slim,regular,often,graduate,66.0,likes_pets,f,no
47,fit,vegetarian,rarely,graduate,64.0,has_pets,f,no
24,fit,regular,rarely,graduate,73.0,likes_pets,m,no
66,average,regular,rarely,graduate,73.0,unknown,m,no
51,fit,regular,rarely,graduate,71.0,likes_pets,m,no
38,,regular,rarely,graduate,74.0,unknown,m,no
34,fit,regular,rarely,student,72.0,unknown,m,no
38,fit,regular,often,graduate,73.0,likes_pets,m,no
42,fit,regular,rarely,graduate,74.0,unknown,m,no
28,fit,regular,rarely,student,70.0,likes_pets,m,no
26,fit,regular,no,graduate,69.0,unknown,m,no
28,slim,regular,rarely,graduate,76.0,likes_pets,m,no
33,fit,regular,rarely,graduate,69.0,unknown,m,no
32,slim,regular,rarely,graduate,70.0,unknown,m,no
33,overweight,regular,rarely,student,70.0,likes_pets,m,smokes
25,fit,regular,rarely,student,71.0,unknown,m,smokes
31,overweight,regular,rarely,other,71.0,likes_pets,m,smokes
31,fit,regular,often,graduate,73.0,likes_pets,m,smokes
23,fit,regular,rarely,high_school,71.0,unknown,m,smokes
61,fit,regular,rarely,graduate,71.0,unknown,m,no
33,fit,regular,rarely,graduate,71.0,unknown,m,no
28,overweight,regular,rarely,graduate,63.0,likes_pets,f,no
50,fit,regular,no,graduate,71.0,unknown,m,no
45,slim,regular,rarely,graduate,72.0,likes_pets,m,no
47,average,regular,no,student,68.0,unknown,m,no
33,average,regular,,other,67.0,unknown,m,no
44,slim,regular,,graduate,72.0,likes_pets,m,no
35,fit,regular,rarely,graduate,72.0,unknown,m,no
34,average,vegetarian,rarely,graduate,70.0,unknown,m,no
22,average,regular,rarely,student,71.0,likes_pets,m,smokes
25,fit,regular,rarely,student,73.0,likes_pets,m,no
28,average,regular,rarely,graduate,68.0,unknown,m,no
27,average,vegetarian,rarely,student,72.0,likes_pets,m,no
36,fit,regular,rarely,graduate,72.0,likes_pets,m,no
43,fit,regular,rarely,other,69.0,has_pets,m,no
40,slim,regular,rarely,graduate,73.0,likes_pets,m,no
25,average,regular,rarely,graduate,65.0,unknown,m,no
32,fit,vegetarian,rarely,graduate,72.0,likes_pets,m,no
22,average,regular,rarely,student,67.0,unknown,m,no
48,fit,regular,rarely,graduate,72.0,has_pets,m,no
50,average,regular,rarely,graduate,64.0,unknown,f,smokes
45,fit,regular,rarely,graduate,67.0,unknown,f,no
21,,regular,rarely,student,68.0,unknown,f,no
28,fit,regular,rarely,student,68.0,unknown,m,no
48,fit,regular,rarely,graduate,62.0,has_pets,f,no
22,fit,regular,rarely,graduate,73.0,unknown,m,no
33,overweight,regular,rarely,graduate,63.0,unknown,f,no
29,fit,regular,rarely,graduate,71.0,likes_pets,m,no
39,average,regular,often,graduate,72.0,unknown,m,no
30,fit,regular,rarely,graduate,64.0,likes_pets,f,no
47,average,regular,,other,64.0,unknown,m,no
30,overweight,regular,rarely,graduate,71.0,likes_pets,f,no
41,average,regular,no,graduate,70.0,unknown,m,no
28,fit,regular,often,graduate,60.0,likes_pets,f,no
23,fit,vegetarian,rarely,graduate,71.0,likes_pets,m,smokes
19,slim,regular,rarely,student,72.0,unknown,m,smokes
27,average,regular,rarely,graduate,67.0,unknown,m,no
