Score,Text
0.417,"""im also definitely still bitter about the yellow ranger not being asian, but asian representation in hollywood is essentially a shrug anyway"""
0.598,"""Did we miss the fact that #BurkeRamsey swung &amp;hit his sister #JonBenet in the face with a golf club previously out of a fit of #anger?"""
0.583,"""Can someone make me a priority list of which things I should be outraged at + in which order? #outrage #racism #animalrights #abortion #cops"""
0.417,"""TONIGHT. Legit can't wait to rage 🤘🏻🤘🏻🤘🏻🤘🏻🤘🏻🔥"""
0.271,"""My heart goes out to that woman for the indignity of what she is sitting through."""
0.333,"""love that Jordy #revenge ⚽️"""
0.521,"""When you want to say something so bad but can't ! #furious 😤"""
0.667,"""I'm as pure as the driven snow after it's been pissed on by multiple rabid dogs"""
0.271,"""HUGE CONGRATULATIONS TO NICOLE WINNING BIG BROTHER 18! #BB18 sorry not sorry #bitter #bbmichelle"""
0.333,"""(Sam) Brown's Law: Never offend people with style when you can fake that, you have to break us in this Island."""
0.583,"""And she got all angry telling me 'but what would be doing a 40 year old guy looking for a girl like you' and I felt #offended"""
0.312,"""yeah dude! Appreciate the #support! #Notorious on ABC, peep it! #grateful #relentless"""
0.396,"""Yeah, no. I don' mind tweetin' that twice. #snap #blm #likeThat"""
0.792,"""The way my blood is boiling, little bastards!"""
0.625,"""Don't be offended,\nI'm just doing something that,\nGives your life more hurts.\n\n#haikuchallenge #offend #poetry"""
0.417,"""chuckle. 'Any idea girl?' The dragoness let out a frustrated growl, blowing smoke out of her nostrils. The old man nodded +"""
0.250,"""also madden isn't the funniest game to watch and if there isn't much happening it's boring"""
0.667,"""testing #angry"""
0.479,"""wow , your right they do need help,so what I'm getting from the Laureliver fandom and bitter comic fandom and"""
0.521,"""Being abroad is causing me to make spontaneous decisions and not worry about things which is good, but the type A part of me is fuming"""
0.312,"""Thurston offers Gallen a ‘peace’ of his mind: NORTH Queensland playmaker Johnathon Thurston insists he holds no grudge against Paul G..."""
0.604,"""Hey all you white people out there; are you #offended when people refer to you as a Cock Asian? #NoSeriously"""
0.417,"""#welfarereform should not be a 'model' for ."""
0.500,"""growl!!!"""
0.417,"""'I didn't see them???' huff."""
0.854,"""Zero help from customer service. Just pushing the buck back and forth and promising callbacks that don’t happen. #anger #loathing"""
0.306,"""did another bee sting you on the tongue ?"""
0.527,"""Girls irritate me so much lol"""
0.542,"""Need a new outlet for #rage"""
0.500,"""he's not exactly a rabid tub thumper compared to McTernan now is he."""
0.271,"""You can't fight the elephants until you have wrestled the pigs. #quoteoftheday #relentless"""
0.521,"""Recommended reading: Prisoners of Hate by Aaron Beck #anger"""
0.667,"""you should force your neighbours to pay that! Those people have some nerve!!! #Victim"""
0.500,"""literally Nicole already had her chance and she played shitty both seasons."""
0.254,"""R.I.P Paul, furious 8 can't wait"""
0.458,"""Why is it always me picking up the pieces :/"""
0.479,"""I'm just no offended by stuff.We're gettin a situ where folk moan about the Polis/SNP but then happy to snitch when offended..."""
0.562,"""very little frustrates me as much as misplacing something. Been looking for my keys for 2 hours now"""
0.479,"""#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears #O"""
0.083,"""Love the new song I can't stop thinking about you by ."""
0.521,"""promised I wouldn't live tweet, but + brought it! and #furious action FTW!"""
0.625,"""fuming!"""
0.146,"""Ellie just gave me loads of gifts with notes on em for uni n I burst out in tears, I LOVE HER😩"""
0.521,""".is that an insult? Sounds like a job well done. it's red so it's done the job it was suppose to do #justsaying"""
0.521,"""Now it's time to remove CB from the team somehow. Screw it. Rip the Band-Aid off. It'll sting for a bit but everyone will get over it."""
0.208,"""I should really study today for chemistry but playing madden is just way more fun."""
0.280,"""Red heads are more fiery."""
0.396,"""The war is right outside your door #USAToday"""
0.479,"""Get to work and there's a fire drill. #fire #burning #outthere #inthedark"""
0.729,"""I dislike people who get offended by the littlest shit ."""
0.375,"""turn that frown upside down buddy 🙃."""
0.375,"""&gt; huff louder"""
0.726,"""i love how theres no outrage that it's a white man but if it was a black man them BLM would be all over it regardless of reason"""
0.667,"""Cancelling home Fibe, Internet and TV this afternoon - as soon as I can arrange alternate Internet. 2/2 #fedup"""
0.479,"""can't cope wi her sour face and tiny pout 😡😡"""
0.604,"""what if lives are attached to real estate? Shall I come trash your cameras because I'm angry with what your race is doing?"""
0.421,"""i Lowkey forgot you had twitter and if you don't follow me back im gonna be #offended"""
0.438,"""lol I'm happy with my negative, realistic ass self. Sorry to offend you"""
0.188,"""Manchester derby at home"""
0.188,"""I love when #girls are busy in teaching how to #pout while taking #selfie in a mall , their desication is immense #women love #perfection"""
0.667,"""Anger that you are willing to take out on people &amp; the world in general, &amp; ALL #police, is WORST, most indefensible kind of ."""
0.458,"""I don't mean to offend anyone, but 93.7 literally blames everything on white people. In some cases it's true, but a lot of times, it's not"""
0.375,"""neither one of y'all can see me in this madden"""
0.125,"""Follow up. Follow through. Be . #success"""
0.521,"""could never be a angry drunk lol yall weirdos just enjoy your time"""
0.875,"""I lost a couple niggas I want revenge so put me in coach"""
0.521,"""Another L on the board we just cannot match up on paper with these teams at the moment and its showing on the field. Onto Denver"""
0.583,"""NO. The gay guy and the dad revenge fucking"""
0.438,"""nick fury"""
0.688,"""James: no 500k, no 50k, no 25k, no 10k. You fucked up. #bb18 #shouldofVotedforNicole"""
0.542,"""Hell hath not fury like a hamstring cramp. #ouch"""
0.396,"""Y'all do the most on twitter and snap"""
0.125,"""Wrinkles should merely hide where frown have been. - Mark Twain"""
0.667,"""Hell hath no fury like a women scorned. It's the affair. Not the parenting"""
0.361,"""&lt;• change them himself. He follows behind with a scowl pinching his lips and takes the sheets to his room. 'So who is •&gt;"""
0.667,"""i was angry."""
0.454,"""going back to blissful ignorance?!"""
0.438,"""'That is a disappointment.'\n\nHe fakes a pout, then starts to chuckle."""
0.312,"""hey long time no tweet but im rooting for paul to win bc he is the only one that played bb and james for 2nd bc he doesnt irritate me #BB18"""
0.458,"""they might get Donal óg sure! They won't have him in cork as he's to fiery for dopey frank &amp; his cult"""
0.500,"""Boys Dm me pictures of your cocks! The best one will get uploaded! ☺️💦💦 #Cumtribute #dm #snap #snapchat #snapme #nudes #dickpic #cocktribute"""
0.458,"""offense can't score 3 redzone trips no points n lbs can't pull flags n i missed a flag that lead to a td dat took da league"""
0.333,"""My leg feels like it's gonna burst, yet I'm still expected to go into work:):)"""
0.479,"""no Tyson fury beat the man who been at top for years Danny Garcia should be above Bradley pacquaio frampton"""
0.750,"""Like he really just fucking asked me that. #offended"""
0.333,"""\nGo Jags!!🐆 I think we have a good shot of beating Deep Run tomorrow!"""
0.354,"""He's mixing it up pretty well..using that slider pretty affective so far #thebabybombers #yankees #offense"""
0.604,"""How can I tell Happy Anniversary, when u are not happy.. #bitter #ampalaya #paitpaitanangpeg"""
0.458,"""NO greater wrath than a woman scorned."""
0.792,"""What a fucking muppet. #stalker."""
0.792,"""You ever just find that the people around you really irritate you sometimes? That's me right now 😒"""
0.479,"""Nothing is more relentless than a dog begging for food"""
0.708,"""I swear if blocks me I'm going to hit her back"""
0.583,"""I bet is fuming with our draw 👀"""
0.750,"""So angry I wanna cry😢😢😢"""
0.358,"""I involuntarily smile when you frown in photos. And giggle. How annoying!!"""
0.708,"""something needs to be done about people hogging machines - nobody can use 3 machines at one time! #notfair #whypay"""
0.484,"""Ok but I just got called a 'White Devil' on the train and I didnt know whether to laugh or be offended"""
0.333,"""I'm deleting all these social media apps off my phone. I might keep snap chat and insta but I'll never be on it."""
0.417,"""Argh a big wasp buzzing between my blinds and my window. Halp! #wasp #evil #buzz #sting"""
0.241,"""Kik to trade, have fun or a conversation (kik: youraffair) #kik #kikme #messageme #textme #pics #trade #tradepics #dm #bored"""
0.542,"""(Maybe don't provoke him in the future if you do not want to run the risk of him punching your board.)"""
0.917,"""Stupid people piss me off...busted my ass...and my coworker takes off with all the tips...thnx for nothing #angry #thatsmyluck"""
0.356,"""#burning the last of"""
0.812,"""Why is it always me picking up the pieces :/ #angry"""
0.604,"""Karev better not be out!!! Or I am seriously done DONE with #unfair #ugh"""
0.396,"""The bitter the battle, the sweeter the victory..."""
0.312,"""someone kik me @ montanashay_ \n #kikme"""
0.521,"""i do not offend your Faith unless 1 persecutes me, treat me like a dog, disrespect me and even so"""
0.208,"""pray for my boy huff"""
0.646,"""if he can't come to my Mum'a 60th after 25k tweets then why should I 🙈 #soreloser"""
0.792,"""Okay you've annoyed me, you haven't done a good job there at all."""
0.375,"""and apparently he's supposed to have a Scottish accent??? I'm"""
0.333,"""one of the main things im doing w/ 13c is filling in the void of my empty bitter heart by making everything how i wanted it to be growing up"""
0.646,"""can you please not have Canadian players play US players, that lag is atrocious. #fixthisgame #trash #sfvrefund"""
0.562,"""yeah, I've only seen that floated online as a theory, it was probably made up by a bitter stan. I ignore pets v vets crap too"""
0.458,"""just curious as to what you mean. No rush, no animosity, no disdain."""
0.771,"""At work yesterday some old cunt couple told me their coffees were cold and wanted a refund so i put my finger in it front of them angrily"""
0.688,"""Oh, you insult me! What, you think just because I look like this, I'm psycho? I'm more sane than most Gotham freaks..."""
0.562,"""It's 'Eye-for-Eye'. Indian Army never forgives, Never Forgets. They always take revenge, Pakistan breaks laws, I.A follows"""
0.438,"""Some moving clips on youtube tonight of the vigil held at Tulsa Metropolitan Baptist church for #TerenceCruther #justice #sadness"""
0.521,"""Both Trump + King are relentless self-promoters who don't give a rip about anyone else. A perfect match for both Donalds."""
0.438,"""correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us."""
0.417,"""#Violence doesn't fix violence. #pain and #anger are the same reaction in the brain. Cure the pain and the anger will go away."""
0.562,"""AA have the right of passage when it comes to the 'N' word. Why should he insult him in his church. Ignorant!"""
0.500,"""Comparing Akshay Sir with this zandu balm is an insult to Akshay Sir."""
0.271,"""#ldf16 what shall we do this weekend? #spraypainting in #greenwichmarket with #core246 #lilylou #fret &amp; #benoakley"""
0.312,"""Holding a #grudge doesn't make you #strong; it makes you #bitter. #Forgiving doesn't make you #weak; it sets you #free."""
0.542,"""what happened to the suicide tweet it was a joke obviously how could that offend anyone?🤔"""
0.354,"""“He who is slow to anger is better than the mighty, And he who rules his spirit than he who takes a city.”\nP16:32 #bibleverse #pride"""
0.729,"""Get to the gym and discover I forgot to put my gym shoes back in my bad 😤 #rage #wwhhyyy"""
0.479,"""can't believe Achilles killed me!"""
0.812,"""If I spend even 5 minutes with you and you already irritate me I seriously will bitch you out until you shut up"""
0.509,"""I sit at home so damn much that everything is starting to irritate me . I need to get out the house by myself !"""
0.562,"""#Pain is an aspect of #human evolution; the evolution of #consciousness. #attachments #desire #apathy #sentimentality #tears #fury #anger #O"""
0.438,"""Just joined #pottermore and was sorted into HUFFLEPUFF 😡😡😡"""
0.646,"""what a joke!! Cut our internet off early 'by mistake' and then don't reinstate it when we no longer need an engineer 😡 #fuming"""
0.458,"""streets of rage 2 was hard to find for a while and then Itunes stepped in and the guys doing the vinyl \nmade it so simple"""
0.417,"""they unleashing God's wrath just as Cain did"""
0.646,"""People irritate me 🙄"""
0.604,"""can you please not have Canadian players play US players, that lag is atrocious. #fixthisgame #trash #sfvrefund #rage"""
0.438,"""As if he heard my thought on the ether, my #ex has just posted #facebook pic of himself snuggling up with said #cats... now Im just"""
0.438,"""she is just jealous and a cry baby! #gladsheisgone #crybaby"""
0.396,"""When you burst out crying alone and u realize that no one truly knows how unhappy you really are because you don't want anyone to know"""
0.292,"""huh? We have a sprint coach? We're the slowest team in the comp. Talk about robbing a living."""
0.583,"""A not turning up? Why am I not surprised. Late for work again!"""
0.688,"""Hey stupid, that was bad intel to take Bin Laden out. Try again with your faux outrage. I bet u admire Putin right?"""
0.250,"""It takes a man to suffer ignorance and smile. Be yourself, no matter what they say. #sting"""
0.462,"""How did that chop feel? You still feel the sting of it? Looks brutal!"""
0.375,""".: B assured there is plenty of salt 2 keep that #fire #burning brightly! Stay #happy N life by keeping plenty #salty… …"""
0.479,"""why you gotta use the dark skin emoji"""
0.479,"""the bee sting still suck i feel sick"""
0.292,"""Men in rage strike those that wish them best. #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope"""
0.229,"""and naoto nod she also like tha bands. but she also frown. 'Will the bands 'Papa Roach' be at concert...?'"""
0.202,"""sounds like a good game plan for our offense...."""
0.885,"""In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep #angry"""
0.583,"""i will never watch greys anatomy ever ever ever ever ever again if Shonda Rimes takes away another OG character☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️ #fuming"""
0.188,"""it doesn't offend me but it's just,,, Weird."""
0.833,"""I hate my lawn mower. If it had a soul, I'd condemn it to the fiery pits of Hell."""
0.375,"""My sister's dog does this. I think it's because she knows it'll provoke a reaction"""
0.290,"""The bubble has officially burst. 98 boys to beat for the trophy and all the glory #wptmain #bye"""
0.438,"""#Taurus will react angrily when she can't take being provoked any longer."""
0.250,"""Forgiving means operating with God's spirit &amp; God isn't unforgiving &amp; doesn't hold a grudge. So who am I? Exactly."""
0.750,"""Absolutely fuming that some woman jumped into my prebooked taxi and drove off 😡"""
0.729,"""Bes! You don't just tell a true blooded hoopjunkie to switch a f*c' team that juz destroyed your own team. You juz don't!"""
0.667,"""I only have to wave a fiery cross and we will f**kin' do this!"""
0.729,"""it does. if one person ruins season 13 for me, I will be so angry"""
0.492,"""I think Paul is what's bitter, not the pastry"""
0.583,"""I hate not having the answers I need. #tomourssuck #prayinsnotcancer"""
0.521,"""he's stupid, I hate him lol"""
0.646,"""where is the outrage when black children get killed in the crossfire between blacks shooting each other?"""
0.750,"""My anger is boiling over."""
0.479,"""you know cyran still hasn't done makeup based on jeongguk's tiddy like i suggested and i'm #offended"""
0.479,"""Maybe if it was transgender the media would cover it"""
0.296,"""all three of my agin's on the pout ."""
0.396,"""more like every color looks the same #triggered #colorblind"""
0.646,"""Actually, wait, I do, the constant outrage thing gets on my wick sometimes and it happened to flick my annoyance today. :)"""
0.417,"""Everybody talking about 'the first day of fall' but summer '16 is never gonna die #revenge"""
0.688,"""I'm much to full of resentment"""
0.500,"""Listening to Joey really helps me and my anger."""
0.500,"""Now that I have my ex's number now its time to prank him. #revenge #prank #whatprankIshoulddo seriously what prank I should I do"""
0.292,"""ethan was with someone in the car when he did his revenge on grayson"""
0.417,"""Hey, Jayme! Were your👂👂 burning cuz I was talking about you?😁 Are you going tomorrow?"""
0.917,"""Stop tracking back you fucking potato faced cunt errrr infuriating 😠😠😠😠😠 #Rooney #mufc"""
0.396,"""— a low growl escaping him. Oh oh."""
0.667,"""put so much artefact points into fury and cant raid... literally wasted 1 month of my life! Thanks blizzard"""
0.438,"""BLM was outraged by the shooting in NC the other day, turns out the guy pointed gun at police. Wait for facts before outrage"""
0.229,"""Just watched Django Unchained, Other people may frown, but I titter in delight! 2/5"""
0.479,"""i'm like half expecting some rabid troll to come into my mentions accusing me of being a csa apologist or something lmao"""
0.479,"""- as CEO of a charity you could reasonably expect not to attempt to crudely inflame tensions."""
0.562,"""sorry im so #bitter i just. i either want a pure ur or literally any card from the sets i like but every time i draw for the sets i like&gt;"""
0.438,"""After becoming boiling hot, after slowly melting, my heart is frozen."""
0.771,"""I wanna kill you and destroy you. I want you died and I want her back. #emo #scene #fuck #die #hatered"""
0.375,"""No idea, just exhausted and I was tidying my room and just burst out crying ... fs"""
0.583,"""You will never find someone who loved you like I did. And that my love, will be my revenge."""
0.396,"""dip it in boiling water"""
0.371,"""Boy oh boy! our weekday schedule is crazy! But no matter how tired I am I do whatever it takes to keep the smile on Kai's face from a frown"""
0.542,"""Yes, it is bad to point out racism lest it provoke the racists. Some racists do indeed not like it."""
0.438,"""bubble implies it will burst?"""
0.438,"""Paul forever. Paul should have won! Paul played such a better game! #BB18"""
0.458,"""You forever straight so fix that frown u good😇"""
0.292,"""Recommended reading: Prisoners of Hate by Aaron Beck"""
0.292,"""May I suggest, that you have a meal that is made with beans, onions &amp; garlic, the day before class. #revenge"""
0.396,"""Congress acting indignant over the #EpiPen pricing is quite disingenuous since they craft the laws that allow such gouging!!"""
0.521,"""unfortunately it won't end there... followers of whichever candidate isn't elected will throw tantrums. No winning this elec"""
0.229,"""good. Takes more muscles to frown than smile"""
0.688,"""thanks for saying My wife and I were getting our iphones today and then losing both of them with no ETA #thanks #angry"""
0.494,"""so you WOULDNT date me????? #offended"""
0.500,"""Don't be offended,\nI'm just doing something that,\nGives your life more hurts.\n\n #haikuchallenge #poetry"""
0.479,"""Thatmoment you're watching #worstcelebritycooks and your bubble is burst by finding out KyleXY is gay and married😭 #nochance #KindaDontMind😉"""
0.396,"""Y'all really insult coz of soccer??? Lmao, wow!!!!!!"""
0.500,"""Will I offend you\nif I am truthful but kind\nor will you see why?\n#haikuchallenge #offend"""
0.667,"""Who the hell is drilling outside my house?! Literally got to sleep at half four after a busy shift and these twats have woken me up #fuming"""
0.722,"""so many 'protests for peace' going on lately but all i see is people burning down they're own cities and hometowns. Practice what u preach."""
0.733,"""Why does have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages"""
0.812,"""Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick! #rage #wtf #murder"""
0.750,"""I'd rather dump gasoline all over myself and run into a burning building than use Excel."""
0.458,"""Inner conflict happens when we are at odds with ourselves. Honor your values and priorities. #anger #innerconflict #conflict #values"""
0.444,"""Nurse practitioner: 'you look pretty bad. No offense of course.' \n\nThank you, that really added that spark of positivity I needed today."""
0.938,"""Why does have to come to Glasgow on a night I am working. I am fucking gutted, been waiting for an appearance for ages #raging"""
0.646,"""he has BAD TEMPERAMENT #tantrums #HissyFits"""
0.500,"""Meanwhile white cops keep killing black people. But there's less outrage about that. Strange society that."""
0.333,"""I played a game where John Elway was sacked 3x and fumbled all 3x. Is this the same John elway I know of???"""
0.375,"""wanna go home and focus up on this game . Don't wanna rage at all"""
0.333,"""She's all over the political map in her relentless pursuit of power."""
0.354,"""Praying for the #Lord to keep #anger #hate #jealousy away from your heart is a sign of #maturity #conciseness"""
0.354,"""troubled soul don't loose your heart 'cause joy and peace he brings and the beauty that's in store outweighs the hurt of life's sting."""
0.854,"""Dear hipster behind me at the game I am finding it very hard to pay attention while you talk about the politics of grapes of wrath. SHUT UP!"""
0.542,"""I freaking hate working with #word on my phone #write #writing #writerslife #writerproblems #writer"""
0.542,"""S/O to the girl that just hit my car...not only did she get lucky w/ no scratch but also from being spared the wrath of sleep deprived Kait🙃"""
0.458,"""ok so i got my madden 17 refunded but now i gotta wait a few days for the money and now gotta pre-order fifa again...."""
0.542,"""Glad I didn't watch smackdown because I can't see my men lose. #sohurt #revenge"""
0.333,"""When a grown adult doesn't drink or has never drank before I just assume they were raised around a raging alcoholic and they want no parts."""
0.708,"""They gonna give this KKk police bitch the minimum sentence..just wattch"""
0.542,"""(1) Watch out for memes &amp; statements designed to make you feel outrage, but that don't give you anything to *do* about situation"""
0.438,"""just got wind of #MenForChoice and it doesn't infuriate me. Just makes me sad for the generation."""
0.562,"""no no. I insist that you give me your best insult first"""
0.417,"""Might just leave and aggravate bae"""
0.604,"""how do u guys determine teams? Cause I'm 80% on shitty teams when I play and I'm fuckin over it #cod #rage"""
0.562,"""resentment is rlly my shit."""
0.458,"""Now that has snapchat back it's a constant battle to see who can get the ugliest snap of one another 😂🙃 #snap survival"""
0.750,"""The ppl on here defending cops as they continue to kill innocent ppl or ppl who aren't innocent but clearly cooperate irritate tf outta me"""
0.375,"""Fear the fearsome fury of the forest fawn!"""
0.188,"""Every dancers dream song #snap #worldpower"""
0.562,"""RIP to the 100s of black men,, women,CHILDREN killed in Chicago. Where is the outrage?"""
0.708,"""fuming"""
0.542,"""Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims."""
0.208,"""Look what we have available in store now!!!\n\nLiquid incense for those who can't burn sticks or cones or have smoke in they home!!!!"""
0.208,"""tbh amy i don't know why you need to sort your life out, it's looks like your having a great time' thanks tiff 😂💜"""
0.646,"""Men in rage strike those that wish them best. #rage #emotions #negative #positive #wish #strike #martial #arts #control #believe #best #hope"""
0.583,"""Sam- yes we have! Not helpful at all! We need this sorting ASAP! You keep promising stuff that doesn't happen!!!!"""
0.646,"""correction 26 ppl. Checked in. Standing at the gate. &amp; Flt 1449 took off without us. #furious"""
0.396,"""While I do not see Sailer Mars being a raging liberal, I doubt that she would say such a thing."""
0.542,"""Incentivise people to roam the Internet being morally offended, as if they didn't do it enough already."""
0.708,"""a multimillionaire spoiled brat who gets In a self righteous huff bc his friend is Muslim is a non starter bye!"""
0.708,"""another angry white man!"""
0.250,"""Mm, okay. Ham for you and turkey for me.' Gives his hair a ruffle before heading back in the kitchen to set out the"""
0.438,"""I cancelled by CBS all access live feeds before JC even said Vic won AFP. Paul.should have won IMO"""
0.167,"""Kik to trade, have fun or a conversation (kik: youraffair) #kik #kikme #messageme #textme #pics #trade #tradepics #dm #snap #bored"""
0.625,"""I'm so mad for our clients I'm furious lmao"""
0.438,"""Chris ate all my mac n cheese so imma eat all his taffy"""
0.417,"""He who is affected by an insult is infected by it."""
0.157,"""one of my favorite songs brother, real talk."""
0.479,"""why do you even beef Sara you let the anger get the best of you, you and Sagin been friends for how long?"""
0.354,"""I can't even right now #bb18"""
0.458,"""Skipping meals is the national way of showing #disappointment and #anger. #wiz"""
0.417,"""how his own fans insult him"""
0.375,"""Stk is expensive but i'f rather take a bigger female there than tiff. You all see how slim she is and how she loves to eat."""
0.375,"""He's just too raging to type properly... Ha ha!"""
0.543,"""#My #blood is so #bitter for satan to test #becouse #cleanse by the #blood of #Jesus christ....#amen."""
0.446,"""Sting is just too damn earnest for early morning listening. #sting"""
0.646,"""In 2016, Black people are STILL fighting to be recognized as human beings. #cantsleep"""
0.354,"""GAMEDAY VS BUFORD TODAY AT 5:30 AT HOME!!!!!!!!! NEVER BEEN SO EXCITED #revenge"""
0.646,"""I have 1000 rabid grizzly bears I'm going to scatter in neighborhoods all over America.\n\nThey're poor refugees!\n\n#InYourNeighborhoodNotDC"""
0.792,"""What a fucking muppet. #fuming #stalker."""
0.396,"""I'm so starved for content I'd take it but I'd def pout about it (՟ິͫઘ ՟ິͫ)"""
0.672,"""Yo,if you're talking about horoscopes do you really have any clue as to what you're saying or are you gonna act offended when I question it?"""
0.833,"""I wanna kill you and destroy you. I want you died and I want Flint back. #emo #scene #anger #fuck #die #hatered"""
0.542,"""i resent being tired and annoyed that the word Wiener is splashed across the news. this should be a slam-dunk for me"""
0.271,"""It takes a man to suffer ignorance and smile. Be yourself, no matter what they say."""
0.458,"""had to snap going crazy 😭😭"""
0.500,"""I am using twitter as a coping mechanism for raging out at this kid oops?"""
0.417,"""That might sting for a bit lads but you'll get over it. #betterwithsinnfein"""
0.312,"""I am their fury. I am their patience. I am a conversation."""
0.271,"""Panpiper playing Big River outside The Bridges in SR1"""
0.750,"""My cat is bloody lucky the RSPCA weren't open at 3am last night!!! #fuming 😡🐱"""
0.375,""":)) im now writing abt the changing face of sex industry in tr :))) now men will talk to me then!"""
0.698,"""Stuck in a infuriate scrum about hegemonists. #infuriate #scrum #scrum #Stuck"""
0.500,"""Why a puerto Rican with Taino hair and a black nose gotta ruffle your targeted feathers?"""
0.333,"""loved #sing #tiff but 1 q there is 1 japanese line but obviously spoken by non japanese. no way to find japanese for 1 line?"""
0.500,"""[Reyes snarled in frustrated anger, steel claws flexing dangerously. But she uttered those damning words, it seems to snap --"""
0.625,"""Spurs radio commentator referred to Mauricio Pochettino as 'MoPo' and I felt a sudden surge of rage."""
0.780,"""People you need to look up the definition of protest. What you are doing is not protesting is called vandalism. #angry #stop"""
0.792,"""Since the 'update' my loses power nearly 40% faster. #furious"""
0.542,"""Michelle is one of the worst players in bb history #bb18 #bbfinale"""
0.396,"""Wow... One of my dads top favorite throwback rappers just died in a fiery car crash today in Atlanta, so sad so sad 😷😷"""
0.146,"""he didn't sting me luckily. He just flew off happy and drunk. Lolololol"""
0.271,"""No grudge. Only truth in abundance."""
0.312,"""the orange one is #poisonous and #bitter. You shouldn't judge the #blue one by how it looks but by how it tastes, #delicious."""
0.521,"""Ive always wondered how long Angelina put up with Brad's crap. Not gon lie 😐"""
0.292,"""Focus on yourself. Don't let other's love define you when you're happy and don't let it make you bitter if you get hurt."""
0.934,"""your website is making me feel violent rage and your upgrade options aren't helping either. #Aaaaarrrrgghhh #iwanttocancel"""
0.417,"""What's a Kali's kitten? [She asked, a frown curling on her fair skinned forehead as he showed her the scar] A cat did - ()"""
0.604,"""There are adults commiting serious crimes in the name of protest.(like burning a library) how are we just expecting them to get a warning?"""
0.458,"""no doubt we are going to struggle this year. But moments like that from Payet take the sting out of it."""
0.729,"""Anger that you are willing to take out on people &amp; the world in general, &amp; ALL #police, is WORST, most indefensible kind of #anger."""
0.146,"""wrath of khan is one of the best movies of all time"""
0.417,"""...specifically are the cause of it all, and they resent being considered the enemy."""
0.729,"""How the fu*k! Who the heck! moved my fridge!... should I knock the landlord door. #mad ##"""
0.458,"""why are people so angry toward veggie burgers at in n out wtf"""
0.271,"""he's perfect. But not even in that way where you sort of resent him or suspect that he leads a double life. Just perfect."""
0.438,"""ur road rage gives me anxiety."""
0.542,"""when you find out the initiative isn't even a thing 😧 #revenge"""
0.625,"""Stuck in a infuriate scrum about hegemonists. #scrum #scrum #Stuck"""
0.750,"""I didn't find out about this till today due to my bff telling me. I am so disgusted and offended by this."""
0.417,"""Living life so relentless"""
0.646,"""Everton not playing and fume on here have day off"""
0.208,"""meeting tiff at the mall soon, congrats on getting that L babes❣"""
0.500,"""[ ] *she would frown a bit, folding her arms* 'why is it that every time I'm in need of assistance someone expects a lil **"""
0.167,"""Just to help maintain and boost our status as a world class centre for education, culture and tolerance."""
0.466,"""Paul forever. Paul should have won! Paul played such a better game! #BB18 #angry"""
0.425,"""I need to stop second guess myself and just go with the first thought and go with it. #relentless"""
0.229,"""You sting like a bee but you're still my honey."""
0.708,"""Not sorry for that burst of anti #Allo spam, fuck any messaging app launching in 2016, without encryption on by default."""
0.604,"""I don't read articles by people who rage about how horrible 'Cybernats' are. Got it?"""
0.625,"""you can go on what you usually do its just their own personal reason and not mean to offend anyone :("""
0.479,"""im 16 if you want to see my dick snap/kik me at hiya2247 😘 #kik #kikme #snapchat #snapme #horny #porn #naked #young"""
0.271,"""Colors of the leaves are- changing. Heatwaves in LA still- raging. Lattes made in batches. Visit pumpkin patches. #FallSongs"""
0.604,"""In Scotland, the right-wingers are the most rabid anti-nationalists. Socialists are mostly in favour."""
0.667,"""i had an hour of football practice under the boiling sun and now i have 2hr volleyball practice under the BOILING SUN AGAIN"""
0.417,"""As your own lives in order to complete our amazing life journey successfully, it is there. #bitter"""
0.354,"""Me: *sees incense burner* is this for drugs?"""
0.438,"""If I do my homework now I can watch revenge and possibly go out tonight'\n*plays on phone for 2 hours to avoid doing homework"""
0.312,"""Favourite quote of the year so far is by 'I swore at a parsnip' 😂"""
0.479,"""I just poured boiling water on my foot.. now my cup of tea is less enjoyable, but worse my football career is foiled."""
0.312,"""It's #ThirstyThursday which means it's time to #rage. Get ready for tonight with personal #hydration. Book now. 305-912-4937. #itslit #miami"""
0.415,"""whenever I put 'I wanna be adored' on my brother alwayss sings 'I wanna be a dog' instead just to irritate me"""
0.375,"""im 16 if you want to see my dick snap/kik me at hiya2247 😘 #kik #kikme #snapchat #snap #snapme #horny #porn #naked #young"""
0.792,"""Mine is that the party did decide but the party has been slowly transformed into a vengeful hell-cult of white male resentment"""
0.646,"""I can't even right now #bb18 #rage"""
0.479,"""I just love it when people make plans for me without actually including me in this process"""
0.354,"""Heading home to cut grass in the heat. All I wanna do is go out to eat somewhere air conditioned. #AdultingIsTheWorst"""
0.526,"""so in your opinion is this the worst delhi govt? #acrid #hypocrisy"""
