Score,Text
0.438,"""'The furries are restless tonight'."""
0.620,"""quite simply the #worst #airline #worstairline I've ever used! #shocking #appauling #dire #dismal #beyondajoke #useless"""
0.509,"""#ThisIsUs has messed with my mind &amp; now I'm anticipating the next episode with #apprehension &amp; #delight! #isthereahelplineforthis"""
0.333,"""what highlights ? I would imagine you will only have 30 seconds of highlights for the whole season so far . #venkysout"""
0.396,"""Te gusta American horror story y The walking dead?"""
0.833,"""\nLikewise #death #cutting #despair"""
0.667,"""#terror test ................"""
0.479,"""I'm sorry but since when is an #indiegames #DLC worth nearly £130 that's just plain lunacy when the game itself is £20odd, #astounded 😱"""
0.375,"""That defending was awful from us!"""
0.167,"""I remember it well #happy #afraid #Positive"""
0.280,"""After Nawaz Sharif's speech on terrorism, Kejriwal is expected to talk on Governance."""
0.521,"""Wait, didn't she get a case of the ass when Donald Trump called it terrorism BEFORE all the facts were in? I guess it's ok if she does"""
0.521,"""Searching for someone to date ― on Tinder, at a bar, through friends ― can feel like an absurd nightmare. Or, at least, a series of"""
0.266,"""And I would advise that everyone wait to watch ,or actually don't wait, just don't even watch it because it is"""
0.583,"""Don't faint. New Cisco IOS vulnerabilities were announced yet again. What would be shocking? If they’re patched this week by users."""
0.417,"""Sadly, not enough names. The whole farewell tour situation would make me shy away from good value b et."""
0.562,"""nah way that's horrible"""
0.646,"""I dread to think... #DirtyPeople"""
0.521,"""awe!!! #cnn so bias and doesn't care about people only money"""
0.450,"""Thank god the feds did not raise rates. Assume they are nervous about a world where 990 is the new employee form &amp; the safety net is zilch"""
0.896,"""...its bad.I am fearing for my life🙏"""
0.792,"""So not pumped for this interview #nervous"""
0.688,"""Swear to God don't get a smart meter from your power company, 8 months of daft bills, 6 visits from British Gas #nightmare #stressed"""
0.271,"""Thoroughly enjoying AHS tonight. #ahs #horror #americanhorrorstory"""
0.146,"""Study finds #awe &amp; #wonder of something greater than self, leads to #creative boosts of expansive thinking. #write #thoreau"""
0.479,"""start a countdown clock to reporting that pompous bully &amp; liar christie is asking president HRC for a pardon"""
0.275,"""induction day tomorrow for pizza express"""
0.458,"""The worst customer service and lack of professionalism from this service provider! #phoneprovider #badbusiness"""
0.542,"""it's horrible cos no one can relate, everyone is happy and dandy in one way or another"""
0.458,"""How can you blame the manager watching these players play? It's abysmal. Our team are dreadful. If Jose can't save us. No-one can. #mufc"""
0.500,"""ya know I love ya man, but #TheGreenInferno really fucked with my head....(giggle)..do it again. #epic #ineedtherapy"""
0.521,"""Yep, as I pointed out before, it's the politics of loathing. That's why the big candidates are so horrible."""
0.833,"""I have serious separation anxiety 😭😭💔"""
0.562,"""okay i AHVE to start mob psycho 100 today. if i dont im going to fight myself"""
0.500,"""I know if I wasn't an optimist I would despair."""
0.875,"""I don't want speak front to him #afraid #intimidate #nopanicattack"""
0.375,"""I saw someone discourage someone from following their dreams. Just because you want to live in mediocrity doesn't mean someone else should."""
0.875,"""I'm afraid to look!"""
0.688,"""awe I feel so bad being naive ou is the worst"""
0.362,"""I was pretty sure it was a Golden Ticket. Get a tour. Make a mistake. Something horrific will happen to you. Good day sir."""
0.521,"""not at all surprised unf, getting partially sighted Mum &amp; pushchair on trains a nightmare #ignorantpublic"""
0.750,"""because there is a realistic probability that a clown might be their next president. #clown #uspol #nightmare"""
0.417,"""#PeopleLikeMeBecause of some unknown reason but I try to discourage it"""
0.667,"""never thought an angry oompa loompa would be my Boggart, but there you have it. #boggart #PresidentTrump #nightmare"""
0.880,"""Migraine hangover all day. Stood up to do dishes and now I'm exhausted again. GAD, depression &amp; chronic pain #anxiety #depression #pain"""
0.854,"""#AnthonyWeiner #DISTRACTION #what is really going on? #selection #election #Syria #terrorism #race #riots #GasCrisis2016 #NoDAPL #rape"""
0.562,"""Old age?! No hope for the rest of us. Destined to become deatheaters by 50"""
0.438,"""it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, #awful! #GOPATS"""
0.667,"""10 page script due Friday for class. Who said I could do this MFA thing? #GradSchoolProblems #someonetelltinafeytohireme"""
0.625,"""the tunnels! I shudder to think of the grimy tweets..."""
0.562,"""MSM stoking #fear. Please remember the beautiful prayerful protests in Dallas and Atlanta. Smile at a stranger. We make each other strong."""
0.292,"""What we fear doing most is usually what we most need to do.' ~Tim Ferriss #inspiring #inspired #motivation #fear #success #hustle"""
0.396,"""haha it's me, shocking I know 😂 you'll hear me moan I'm too cold in winter ⛄️"""
0.250,"""Shriekfest is lining up VOLUNTEERS! Oct 6-9, only serious inquiries please! shriekfest.com see free films!"""
0.396,"""About 7 weeks till I can pick up my camera again. Though I think there is a group cemetery shoot in october I can make! #photography #horror"""
0.500,"""Gahh...BT, in queue for 30 minutes.. Now put through to BT Sport dept to cancel... back in a queue again... #shocking"""
0.673,"""oh every people can make tipo. It is terrible bullying them about that. It's trvial and very sad.😔"""
0.354,"""Jeans with fake pockets #horrible"""
0.820,"""I just deleted my save file trying to load it up. Now I have to start. All. Over. Again. I am going to freaking kill someone. Pray for me."""
0.686,"""and I'm up from a dream where I said something really retarded on twitter and it got like 10000 retweets #nightmare"""
0.625,"""When your body says FUCK YOU BITCH, You ain't sleeping\n#sleep #cantsleep #drained #restless"""
0.667,"""We ashamed of being an ally to you. Pakistan sacrificed almost 50000 civilians by siding you in war on #terror"""
0.125,"""Jeans with fake pockets"""
0.417,"""#nobody #understand what #advocate mean if you do then use it #right #never be #afraid so #positive word is. I can that is #POWERFUL"""
0.604,"""“The #greatest fear #dogs know is the #fear that you will not come back when you go out the #door #without them.” \n ―#Stanley #Coren"""
0.479,"""omg i just heard my dads alarm go off have i really been up all this time"""
0.271,"""Goodmorning fam, do you know that your critical condition pave way for your miracle, so #dont #worry #be #happy"""
0.537,"""This white lady just told me that I incite suspicion based on how I look, being 6'4', having tatoos, athletic build and wear a durag. WOW!"""
0.458,"""Just #terrible from the cats there. Wow. #AFLCatsSwans"""
0.458,"""Jesus wept! Another RNS from #rusty quote 'Price sensitive news, Price Sensitive news' etc etc The #Ramping here is"""
0.229,"""Fear blocks blessings, faith unlocks them. #ManUp #faith"""
0.312,"""Happy Birthday to my favorite author, #horror #writer #author"""
0.811,"""i had a panic attack the other night because i thought my mum was out but she was actually downstairs and she started bashing around hrjdjd"""
0.604,"""Body is sleepy but the mind is active. So sad... Have to get ready for work in 30 minutes. Damn!"""
0.354,"""Whatt a trailerrrr !!! #RanbirKapoor #AishwaryaRaiBachchan i am COMPLETELY BLOWN !! #longingformore"""
0.250,"""Don't be #afraid of the space between your #dreams and #reality. If you can #dream it, you can #make it so"""
0.458,"""why is there no disabled access at pontefract monkhill? #terrible"""
0.271,"""If you truly want more of God in your life, it requires letting go of some of the old things, to allow new things to flourish. #stop #start"""
0.521,"""a vote for #killary is like sticking a knife in a toaster #shocking #MakeAmericaGreatAgain"""
0.438,"""honestly all my friends do bnc i mean it and i am feeling #terrible hahaha"""
0.720,"""I have a job interview with in Loughborough next month #nervous!!!"""
0.420,"""nightmare before Christmas"""
0.479,"""The only thing scary about a 1-armed man trying to scare someone is the fact that he feels his 1 arm is only good for tryin to scare someone"""
0.750,"""The focal points of war lie in #terrorism and the #UN needs to address #violentextremism"""
0.438,"""#ahs6 every 5 minutes I've been saying 'nope nope I'd be gone by now.' 'MOVE' or 'GTFO' so thank you for the"""
0.300,"""penny dreadful season 3?"""
0.208,"""happiness is... not having to set the alarm clock for the next day"""
0.896,"""Ignored broken tooth for so long, now have abscess. Need dentist but #fear makes it hard for me to go..45 and still can't go to dentist"""
0.188,"""Shew. That was"""
0.542,"""When someone tells you they're going to 'tear you apart' and all they have to say is 'why are you so tall?' #shocking"""
0.693,"""&gt;.&lt; too much clutter in my brain with recent little changes that I haven't yet processed... #dying #panic #IveBeenBusierWhyAmIOverwhelmed :("""
0.396,"""Did you know I specialise in #anxiety and #panic attacks? Get in touch for all of my solutions for you. #Coventry"""
0.521,"""i know i don't know u, but physiatrists are seriously the number one best thing for people with anxiety."""
0.375,"""Thanks for ripping me off again #Luthansa €400 not enough for a one way flight to man from Frk then €30 for a bag then free at gate"""
0.479,"""3:45am and off to the hospital! Elouise's waters have gone! #Labour #LittleSister #superexcited"""
0.583,"""I'm such a shy girl🙄"""
0.214,"""it also helps that the majority of NFL coaching is inept. Some of Bill O'Brien's play calling was wow, ! #GOPATS"""
0.792,"""even walking around with my family members who carry guns makes me nervous and theyre my family...."""
0.396,"""He has had a dreadful first half, not to mention rashford would've got on the end of a couple of those through balls #pace"""
0.604,"""The 2008 crisis was just the tremor In advance of the earthquake'"""
0.646,"""a panic attack AND CALL YOURSELF A REAL FAN makes me so mad like i dont even have the words to explain. this is why some people give no +"""
0.417,"""Good Morning!!!\n\n#leadership #healthcareIT #socialmedia #connector #ceo #writer #AI #EQ #security #bigdata #Growthhacking #tech #fear"""
0.604,"""but at what price. The near misses are too many, am afraid it may translate into something else"""
0.655,"""this is so absurd I could laugh right now (if I also didn't feel like crying for the future of our country). #despair #wakeupcall"""
0.825,"""What a shamefull, unequal, dangerous and worrying world we live in nowadays! #terrifying #Charlotte #shitworldforourkids"""
0.167,"""So is texting a guy 'I'm ready for sex now' considered flirting?'"""
0.812,"""the fact that YOURE nervous makes me want to crawl in a hole"""
0.426,"""just wait till they hit you with the 5am fire alarm in the middle of winter. Those are sweet"""
0.542,"""Anychance of addressing the communication I sent to you yesterday??? I still haven't had any contact #shocking"""
0.542,"""It'd probably be useful to more than women, but I'm dealing with re-reading an article about a woman being harassed on the subway."""
0.354,"""Let's refuse to live in #fear - #sotoventures"""
0.646,"""because #whitepeople are #afraid of large #blackmen?"""
0.729,"""car rental you have made realize why I always use !!!! What a #nightmare!! #disgusted"""
0.250,"""yeah, #UK was quite the"""
0.479,"""Ffs dreadful defending"""
0.680,"""#NawazSharif says India poses unacceptable conditions to dialogue.#India's only condition is an end to #terrorism."""
0.431,"""So is texting a guy 'I'm ready for sex now' considered flirting?' #shocking"""
0.500,"""Rear garden alarm activated at Telford house at 106.4."""
0.500,"""3 #tmobile #stores, #original #note7 #customer and zero #results... What's going on guys? #customerservice #2hour #waittime"""
0.440,"""hi lovely brownie, MM is calling me tuppytupperware.. its awful"""
0.188,"""In honor of Shawty Lo passing away I made Dey Know my new alarm clock song so I wake up with the right attitude everyday lol"""
0.771,"""I realized that it is not #death that I #fear but it is the act of dying. \n#life"""
0.400,"""And there you go. After that wild start, wouldn't be surprised at all if Sweden wins this game. Too much experience there to panic."""
0.340,"""Projection is perception. See it in someone else? You also at some level have that within you. #anger"""
0.438,"""Your comments concern us, Carrie. Please DM your record locator and details."""
0.523,"""If you follow #Trump, a certified #bully there is no question you or your children may go to #War vs consumate #Diplomat"""
0.195,"""I wish harry would start tweeting people again"""
0.625,"""Fuck me....what the fuuuuuuuck did I just watch?!?! #STAGESCHOOL is awful.....no that flatters it!! #shocking 😮👎"""
0.188,"""Goodbye everyone, tremendous #LTHEchat tonight"""
0.458,"""Romero is fucking dreadful like seriously my 11 month old is better than him."""
0.619,"""Accrington Stanley? Who are they? Exactly. Things looking dire for West Ham despite the win. What's changed since March? #bbcfootball"""
0.740,"""Ever been really lonely and your phone keeps blowing up, but you just can’t pick it up and respond to people? #recluse #issues"""
0.542,"""The worst customer service and lack of professionalism from this service provider! #phoneprovider #badbusiness #terrible"""
0.438,"""Hey no turn over after a kick - way to go Texans! Way to go! #Texans #terrible #noheart"""
0.800,"""When your friends want to go out drinking but you know you gonna have to say no because social #anxiety runs your life"""
0.865,"""First day of college feeling nervous"""
0.354,"""unless your concern is people figuring out who you are for wtvr reason, I don't see why you shouldn't tweet about other things"""
0.312,"""You make me breathless."""
0.500,"""Somewhere I rd a rpt tht Pakis wr afraid of TSD &amp; asked it 2 shut dn. Congis obliged &amp; exposed it,hounded them.time to revive. #BadlaofUri"""
0.318,"""On my life I'll never understand why anyone would pay money to see #terrible"""
0.312,"""Staff on FR1005. Asked for info and told to look online. You get what you pay for. #Ryanair #Compensation"""
0.708,"""I get soooo nervous when an actually attractive guy tries to talk to me in person. Like 9/10 I turn him down just from habit 😭"""
0.562,"""Even after ref the £5k fraud, they still treat me like dirt. No returned calls or apology #shocking #customerservice"""
0.356,"""Sure have... Sydney are too tough, too quick and their 'team' pressure is too much for the Cats to handle. Motlop/Cowan"""
0.408,"""if I wanted GREEN POTATOES, a bottle with the tag still on, plus soaking wet items delivered - I'm winning today-sadly I didn't"""
0.500,"""lol. DK has actually dropped from top of the table, surprisingly Arms Warrior is top of the DPS at the moment #shocking"""
0.375,"""I walked 3.4 miles today, the most I've walked since I got #rhabdo. Going back to work tomorrow.. here's to hoping it goes okay"""
0.104,"""Don't #worry if you're not the best , if you are doing something you #love , you're heading in right direction ..."""
0.521,"""I don't get how people can leave their phone on don't disturb all day...does your mom not threaten you when you don't respond within seconds"""
0.105,"""Might start stanning Lady Gaga again - more so than last time - but shhh don't tell Connor"""
0.500,"""However I am pretty sure my over excitement did not help your bullet journal fright. 🙃"""
0.604,"""Really sad &amp; surprising. 1 side #Russia fighting against #IS &amp; on the other supporting #Pak which is epic centre 4 #terrorism"""
0.562,"""If that doesn't out Dem's in panic mode then I don't know what will..."""
0.521,"""It's like the horror movie The Hills Have Eyes..."""
0.108,"""Thanks for the follow! Hope you’re having a terrific day!"""
0.292,"""second episode of AHS 6 here i go"""
0.660,"""#India is sponsoring terrorism in #Balochistan. #KulbhushanYadav an Indian spy agent was arrested in Balochistan by Pakistani forces."""
0.375,"""Russian mistrust of the U.S is well justified &amp; the precaution they've taken are very prudent."""
0.500,"""It was dreadful, even after he met the Catfish he still thought it was her!"""
0.580,"""me: are you guys dating yet #trans #nervous #blowjobs #TFB dating in mack north ohio Bewdley"""
0.438,"""\nHi 🌷\nWhy do you always suspend ISIS hunters\n \n👉\n\nKindly please reinstate our members\n*He fights terrorism d/n"""
0.632,"""the day they disclosed they caught her googling cholroform we were fucking aghast"""
0.708,"""indian army crossed loc into pok to bust terror camp on 20th Sept night?"""
0.604,"""From harboring Osama bin Laden to its relationship with Haqqani network, there is enough evidence to prove Pakistan is sponsoring terrorism"""
0.312,"""Can't believe how rude your cashier was today when I was returning an item! Your customer service is slacking. #terrible"""
0.375,"""lmao clown my own hair I'm going to dread lmao"""
0.333,"""This has #turned out #better then I expected admitting you tried to #intimidate 😂😂 #cantstoplaughing I really can't and it's in #spokeword"""
0.169,"""#GetSmartWithARQ is a smart way to start investing and #whiteicenetwork is smart source 2 #start #skilled #manpower #recruitment for ur firm"""
0.396,"""so bad...Slash prices or send them to refugee camps, like team gear after they lose championships. #awful"""
0.312,"""If I was a ghost I'd haunt people by giving them cramps in both of their legs when they do cardio 😈😈😈 #Mwahaha"""
0.208,"""EA sports technical support team really suprised me 😊 SUPRISED ME AT HOW SHIT THEY WERE"""
0.521,"""tfw ur fans panic cuz they think u cut ur hair"""
0.705,"""Last night I had a dream that today was Christmas. I woke up screaming because I wasn't ready."""
0.528,"""if I wanted GREEN POTATOES, a bottle with the tag still on, plus soaking wet items delivered - I'm winning today-sadly I didn't #awful"""
0.396,"""It's simple I get after two shots of espresso 'Grande, decaf, 130 degrees soy americano with extra foam' #barista #nightmare"""
0.542,"""Getting ready to open the tastings at Whisky Shop Dufftown Autumn festival! #panic #murraymcdavid #whisky #drams"""
0.300,"""STAY JADED everyone is"""
0.708,"""#ADHD &amp; #anxiety are #IRRELEVANT\nAnyone will be #EVICTED if a significant amount of rent HAS NOT BEEN PAID \n#mentalhealth aside\n#CantPay"""
0.458,"""The irony is that those protesting about this kind of stuff are the Orwellian nightmare they think they’re fighting against."""
0.750,"""this is a sight, sound &amp; smell to behold in person--still gives me the creeps to think about."""
0.452,"""'They will be a formidable challenge' Roy Hodgson on Northampton Town *shudders*"""
0.375,"""If her legs aren't shaking, you're not doing it right."""
0.688,"""Watching It Follows. This is a super freaky movie. #horror #scary"""
0.827,"""Donald Trump in the White House #shudder"""
0.479,"""to give me my keys back. They aren't for my house!"""
0.396,"""We hesitate to #live our #dream because of some unknown #fear which actually does not exist.' #AqeelSyed\n\n#LifeisBeautiful #LiveWithPurpose"""
0.438,"""One day I'm drinking a bottle of nyquil, the other I'm sleeping zero. My lovely #horror fam, which should i watch? 🎩"""
0.500,"""Going to get myself a copy of 's CUJO for an upcoming project that I can't talk about just yet. #horror #amwriting"""
0.458,"""I'm literally never home and my parents threaten to charge rent if I don't start cleaning the house everyday. OK."""
0.646,"""No! By Y'all I mean rioting, fire starting, business burning, looting ASSHOLES! That create #BlackLivesmatter"""
0.833,"""My wedding is in two weeks and I'm actually really nervous. I just want things to go right, I don't want to get sick or get canceled ;;"""
0.325,"""its reflective of the current political debate"""
0.479,"""I always thought I was too empathetic but it's becoming clear that the majority of you guys are plain insensitive to an alarming degree"""
0.458,"""and Gerrard was awful then"""
0.396,"""Not a word about terrorism."""
0.708,"""my husband lost £800 when he booked an apartment through that didn't exist... didn't care #nightmare #airbnbnightmare"""
0.354,"""Aberdeen st Johnstone, let's see who can punt it the furthest #awful"""
0.520,"""ill be there... with VIP TICKETS! Can't wait to meet you. Never met a famous person i admire before! #nervous"""
0.396,"""'Kylie, you know me. I won't take no for answer for this kind of things...' *he would smirk and start on the crust.*"""
0.542,"""Really.....#Jumanji 2....w/ The Rock, Jack Black, and Kevin Hart...are you kidding me! WTF! #ThisIsATerribleIdea"""
0.479,"""So about 18mths ago i signed up to for their / Velocity FF deal. 18 months in still no FF points #shocking"""
0.667,"""Beginning the process to see if working is an option. #mentalhealth #complexptsd"""
0.229,"""Don't be afraid to give up the good to go for the great. - John D. Rockefeller #quote #inspiration #afraid #great #motivation"""
0.354,"""If you really care like you state then I would seriously address sensitivity training to your employees"""
0.812,"""If I could turn anxiety off--I would. #nooneunderstands"""
0.604,"""#Debates2016 #AskTrumponeQuestion why do you #bully and # insult #people so much more than any other candidate in history? Not leadership"""
0.417,"""My mind always seems to work its best at night #restless"""
0.292,"""SO many great pics from the show in Tokyo😍 I like all his outfits now except the lace one w those horrible pants....💁"""
0.590,"""#NewYork: Several #Baloch &amp; Indian activists hold demonstrations outside headquarters demanding Pak to stop exporting #terror into India"""
0.521,"""Have the producers of ever been outside of their country? These are universal problems. #worldwide"""
0.229,"""That rocky horror remake looks a bit w a n k"""
0.520,"""I look #horrible today and I just saw 6 people ik in the past 10 min :-)"""
0.146,"""The Haunting is my favorite horror movie too! Actually one of my favorite movies of all time no matter the genre."""
0.333,"""I polished my nails, but can't find the polish remover. It look like a 3yr old polished my nails lol #horrible"""
0.625,"""Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄"""
0.167,"""You're most welcome. Please check with us anytime you have a question or concern."""
0.542,"""Absolutely shocking. The decline of Rooney is a little embarrassing really!"""
0.667,"""Retweeted Dr. Rand Paul ():\n\nStop fueling a Middle East arms race and worsening an already horrific refugee crisis in Yemen."""
0.750,"""A nation with a large part of the population living in #fear of the police is neither #great nor #free - it's actually a #fascist nation"""
0.720,"""By officialy adopting #BurhanWani, a #Hizbul terrorist, #Pakistan n #NawazSharif hv md a cardinal mistake 2day tht'll haunt fr years. #UNGA"""
0.646,"""Set n alarm ': I wanna nap but I'm scared I'll wake up tomorrow .'"""
0.688,"""Nothing worse than an uber driver that can't drive. #awful"""
0.246,"""not to worry, he'll flip Wisconsin"""
0.396,"""339:709 A local habitation and a name.\nSuch tricks hath strong imagination,\nThat, if it would but apprehend some joy,\n#AMNDBots"""
0.396,"""Not sure that men can handle a woman that's got her crap together. #intimidation #independent"""
0.583,"""Rollover car crash on warren st, traffic is horrid #Boston"""
0.625,"""I'm just always too shy"""
0.708,"""i hope this comes back to haunt you, then maybe you would know just how it felt to be like me at my lowest"""
0.458,"""India wants to #shake #hands with # pakistan ..... but as usual pakistan #cheat with every #indian \n\n..........shameless pakistan"""
0.188,"""Remember your journey is unique! Don't get discouraged because you're comparing your journey to someone else's. You will get there!"""
0.562,"""I didn't say anything bad about the situation great mate, can't believe some were. Makes me despair of humanity"""
0.833,"""I'm such a shy person oh my lord"""
0.473,"""you make my heart shake, bend and break.'"""
0.896,"""I get so much PUSSY\nP - panic attacks \nU - uncontrollable anxiety \nS - suicidal fantasies \nS - sadness \nY - yearning for death"""
0.667,"""again, profiling DOESN'T discourage (September 20, 2016; 18:41 EDT) #terror #TRUMP #FAIL"""
0.438,"""#Awareness seek #shelter .#Letgo Old #habit of chasing #desires resultin in #anger #fear #worry .#Choose #Satisfaction within #Peace #Relax"""
0.583,"""Sickness bug! #awful"""
0.625,"""How I Murdered Your Mother #SpookyTv #horror"""
0.521,"""car rental you have made realize why I always use !!!! What a !! #disgusted"""
0.402,"""I wish you stayed in Da Gump I'll make you panic like the last rapper"""
0.292,"""LOL! Why would it scare me? It doesn't make any sense at all but it doesn't scare me! {chuckles}"""
0.208,"""okay false alarm it's working again"""
0.542,"""Projection is perception. See it in someone else? You also at some level have that within you. #anger #worry"""
0.688,"""I can never find the exact #emoji that I'm after at the exact moment that I need it #panic"""
0.360,"""Mary Berry - what's the icing on top of your Bakewell tart? It looks like horrid Mr Kipling, not something Derbyshire would recognise #GBBO"""
0.810,"""She was so posh it frightened me. I'm still scared."""
0.500,"""That last minute was like watching a horror show #GBBO 😥"""
0.583,"""yeah a terror packed terror supported speech.."""
0.224,"""bout to read this article 'Moving the Conversation Forward: Homosexuality &amp; Christianity' from someone in the foursquare church"""
0.542,"""we know the truth about her, the public is figuring it out. Her words mean nothing. #unhappy #mean #troubled #vile"""
0.521,"""U got to b kidding me. Anu from your firm responded when I sent the contact details. #terrible #customerexperience"""
0.667,"""T minus 10 hours till I meet with a designer who wants me to model his new fashion line 😬😶 !!!"""
0.562,"""u shd b embrrssd. u jack up my bp meds twice and it will still take 3-5 days? Not express at all. #expressscripts #horrible"""
0.438,"""Classic SHITLIB bullshit. Create a horrible problem and then 'discuss' how to solve it. What a PIMP."""
0.688,"""This is the first time I've written anything on this series in over two years, so I'm checking back in for one last nightmare."""
0.854,"""now im feeling the #worry"""
0.604,"""How can America be so openly embracing racism. #dismayed"""
0.375,"""*in the car with mariah, the bass is literally shaking the windows, hard rap blasting, no one is talking, looking straight ahead*"""
0.188,"""Hey no turn over after a kick - way to go Texans! Way to go! #Texans #noheart"""
0.417,"""#goksfillyourhouseforfree should be retitled fill your house with old trash repainted ... #shocking #junk #trash"""
0.542,"""If children live with #ridicule, they learn to feel"""
0.271,"""Gonzaga not listed in the article but at 65/1 they have tremendous value, they are top10 team for sure, got everything you want"""
0.458,"""Marcus Roho is dreadful"""
0.561,"""I am a third year college student and and English major. Today is the first time I've ever written an essay without having a panic attack"""
0.875,"""Go away please ... I'm begging »»» #depression #anxiety #worry #fear #sadness \nDreams of joy and my baby to be found...Sits on #AndisBench"""
0.562,"""my heart did the flutter"""
0.521,"""mine are good rn, gonna be horrid after next week"""
0.792,"""what a nightmare!"""
0.667,"""#Pakistan is ‘terrorist state’, carries out #war crimes: #India to .\n#UNGA #terrorism #UN"""
0.271,"""It's better to be wetter than it is to be dry' jesus christ Val don't be shy hen 😂😂 #GBBO"""
0.500,"""Someone set off the fire alarm and I'm so angry because I was in the middle of moisturizing my elbows"""
0.562,"""Danish pastries...oh know my nightmare! Old boots is a good description #GBBO"""
0.375,"""awe man I'm mad I'm sitting here already cutting tulle and ribbon already 😂"""
0.417,"""Southend players always haunt Man U"""
0.438,"""they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was"""
0.688,"""The more videos post, the more i am convinced i might should not have done that #fear #Brendonati"""
0.792,"""Can't even believe just seeing you set my anxiety off 🖕"""
0.542,"""Excited and nervous for Tuesday"""
0.521,"""Another day Another flight 🙈 I swear my last ever flight!!!! You take the LOVE out of flying #easyjet #alwaysdelayed"""
0.447,"""it's Bowers. I went and drove it for a while this evening #horrible"""
0.875,"""im so tired but i still have thisbhuge history test in a few minutes i cant afford to get freaked out now oh god if i have an anxiety attack"""
0.458,"""Annoys me to about the Ortiz tribute too, how would the Oriole fans and organization feel if Yanks did that to them? #awful"""
0.812,"""I'm going to get the weirdest thank you note--or worse--total silence and no acknowledgement. #anxiety"""
0.854,"""it would be great but what if the card crashes 😱. It's happened to me twice #nightmare"""
0.521,"""Hope was an instinct only the reasoning human mind could kill. An animal never knew despair."""
0.417,"""something a cyber bully would say"""
0.333,"""I'm not sure what's worse: that, or the use of Comic Sans on a website (or anywhere else) #comicsans"""
0.542,"""Approaching #terrorism from an anti-racism POV is futile, instead promote prejudice towards racism. That way we are all on the battlefield."""
0.333,"""That free kick from Rooney was awful"""
0.406,"""terrible handle, but I owe whoever runs it a lot. #GPPHallMonitor"""
0.479,"""Caballero is shocking"""
0.417,"""American horror story in bed 👌🏼"""
0.680,"""Paranoia is a fear every races has"""
0.787,"""When you wake up, scroll through social media, and another father was taken from his child #nightmare #everyday #KeithLamontScott"""
0.583,"""onus is on Pakistan' : after #Uri #terror attack"""
0.729,"""I'm so restless"""
0.554,"""PM #SheikhHasina in speech terms #terrorism as global challenge and urges world leaders to work together to unroot it from everywhere."""
0.458,"""can you maybe break it down into smaller bits? or space it out so it doesnt seem to daunting?"""
0.680,"""And I cried in front of my guy last night. And it's just been a horrible week but it's only for a week"""
0.461,"""I remember Joey slagging England player's off bringing out books after crap tournaments..same same..crap player #bully"""
0.771,"""My life is going downhill at an alarming rate"""
0.417,"""We Are Source!!\n\n#mindset #philosophy #thoughtsbecomethings #news #lifehacks #fear #you #LIFE #PleaseRT #ProblemSolving"""
0.771,"""Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life 🙄 #nightmare"""
0.708,"""Some of these fb comments and/or tweets should make some people realize why black Americans feel the way they do 😳"""
0.083,"""OMG, that's such a beautiful quote. #amwriting"""
0.583,"""#FMF protesters aren't interested in reasoned debate, just #intimidation #violence &amp; #disruption to get demands met"""
0.521,"""Heard #alarm 1. time in Germany today #youFM, TG finally .. and far far too late. Germany always late w UK artists!!😡😠"""
0.529,"""I forgot #BB18 was on tonight  that is how much the real world has been distracting me #horrid """
0.471,"""yet you and all the other English pundits are afraid to criticise him"""
0.104,"""Back on my"""
0.354,"""that's me all the time. I carry ginger candy, peppermint oil and sea-bands at all times"""
0.480,"""Well this is flipping great! Flipping standstill on the freeway! #stepofftheledge #youvegottobekiddingme"""
0.938,"""The anxiety I have right now😭😭😭"""
0.398,"""For a team as big as Bayern and the they like to play football, their pitch is fucking dreadful. Certainly no Emirates pitch anyway."""
0.646,"""The horrible puns for the day have been made. I shall return to my cage in a dark corner by myself while crying &amp; laughing hysterical now."""
0.250,"""My goals are so big they scare small minds"""
0.333,"""awe man, when are you free then? ☹️️☹️️☹️️💘💘💘"""
0.604,"""because there is a realistic probability that a clown might be their next president. #clown #uspol"""
0.479,"""I had no idea until I came off air directing at 7pm #shocking 😕"""
0.720,"""every horror movie that frightened me as a child i.e. 'IT', Halloween movies all of them, nightmare on.."""
0.480,"""BibleMotivate: Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you.#faith #leadership #worry #mindfu…"""
0.438,"""Hello !\nThe bigger the bully, the more crocodile tears. Bullies always act like offended victims."""
0.625,"""terrorist attack and terrorism already exists in the history of islam."""
0.389,"""yes Hun! Avoid at all costs!!"""
0.188,"""I like the commercial where , on a chocolate milk bender, steals a soccer ball from some guys and refuses to give it back."""
0.812,"""mm nothing like a good old fashioned panic induced cry on your living room floor"""
0.208,"""inha's and seol's banter is rly fun to read. im in awe that seol is willing to deal with her tho"""
0.250,"""I love my #IronTekFit protein shake in the morning before yoga! #ESVoxbox"""
0.292,"""#quote What U #fear controls U. Fear is not out in life but in ur mind. Real difficulties can be overcome - Cheryl Janecky"""
0.808,"""dreadful day at work n now im gonna be late for class n im covered in paint, n now i have to work a night shift too :/"""
